county,year,month,cumulative_total_doses,cumulative_fully_vaccinated,cumulative_at_least_one_dose,cumulative_up_to_date_count,id,Date
DEL NORTE,2023,2,40141,13705,15453,2924,392,b'2023-06'
DEL NORTE,2023,3,40284,13714,15469,3040,393,b'2023-06'
DEL NORTE,2023,4,40360,13716,15479,3107,394,b'2023-06'
DEL NORTE,2023,5,40518,13716,15486,3260,395,b'2023-06'
DEL NORTE,2023,6,40609,13716,15493,3342,396,b'2023-06'
DEL NORTE,2023,7,40683,13716,15499,3412,397,b'2023-06'
DEL NORTE,2023,8,40735,13716,15505,3459,398,b'2023-06'
DEL NORTE,2023,9,40750,13716,15506,3473,399,b'2023-06'
EL DORADO,2020,1,0,0,0,0,400,b'2020-06'
EL DORADO,2020,7,1,0,1,0,401,b'2020-06'
EL DORADO,2020,8,3,1,2,0,402,b'2020-06'
EL DORADO,2020,9,11,5,6,0,403,b'2020-06'
EL DORADO,2020,10,16,6,10,0,404,b'2020-06'
EL DORADO,2020,11,25,7,17,0,405,b'2020-06'
EL DORADO,2020,12,3170,15,3155,0,406,b'2020-06'
EL DORADO,2021,1,21958,3764,18131,0,407,b'2021-07'
EL DORADO,2021,2,56769,18720,37894,0,408,b'2021-07'
EL DORADO,2021,3,103919,41369,64698,0,409,b'2021-07'
EL DORADO,2021,4,149374,66988,86483,0,410,b'2021-07'
EL DORADO,2021,5,176076,83782,97668,0,411,b'2021-07'
EL DORADO,2021,6,189366,93236,102248,0,412,b'2021-07'
EL DORADO,2021,7,196861,96812,106552,0,413,b'2021-07'
EL DORADO,2021,8,207476,101420,112331,0,414,b'2021-07'
EL DORADO,2021,9,217907,105645,115334,0,415,b'2021-07'
EL DORADO,2021,10,233420,108259,117356,0,416,b'2021-07'
EL DORADO,2021,11,257246,110546,121442,3,417,b'2021-07'
EL DORADO,2021,12,280249,114012,124365,4,418,b'2021-07'
EL DORADO,2022,1,296156,116112,126721,6,419,b'2022-07'
EL DORADO,2022,2,301805,117323,127656,7,420,b'2022-07'
EL DORADO,2022,3,305162,117953,128193,7,421,b'2022-07'
EL DORADO,2022,4,314742,118413,128644,8,422,b'2022-07'
EL DORADO,2022,5,322060,118843,129031,8,423,b'2022-07'
EL DORADO,2022,6,327421,119181,129556,9,424,b'2022-07'
EL DORADO,2022,7,332087,119513,130077,9,425,b'2022-07'
EL DORADO,2022,8,334471,119796,130426,9,426,b'2022-07'
EL DORADO,2022,9,342135,119980,130776,5941,427,b'2022-07'
EL DORADO,2022,10,355699,120090,131330,17848,428,b'2022-07'
EL DORADO,2022,11,364011,120189,131675,25515,429,b'2022-07'
EL DORADO,2022,12,369250,120248,131944,30427,430,b'2022-07'
EL DORADO,2023,1,371251,120316,132112,32238,431,b'2023-07'
EL DORADO,2023,2,372112,120353,132214,33007,432,b'2023-07'
EL DORADO,2023,3,372770,120388,132287,33589,433,b'2023-07'
EL DORADO,2023,4,373494,120407,132321,34263,434,b'2023-07'
EL DORADO,2023,5,374988,120412,132362,35724,435,b'2023-07'
EL DORADO,2023,6,375790,120420,132407,36498,436,b'2023-07'
EL DORADO,2023,7,376392,120425,132440,37072,437,b'2023-07'
EL DORADO,2023,8,377129,120432,132475,37786,438,b'2023-08'
EL DORADO,2023,9,377284,120434,132481,37923,439,b'2023-08'
FRESNO,2020,1,0,0,0,0,440,b'2020-08'
FRESNO,2020,7,1,0,1,0,441,b'2020-08'
FRESNO,2020,8,3,0,3,0,442,b'2020-08'
FRESNO,2020,9,5,1,4,0,443,b'2020-08'
FRESNO,2020,10,10,1,9,0,444,b'2020-08'
FRESNO,2020,11,18,4,14,0,445,b'2020-08'
FRESNO,2020,12,11101,11,11077,0,446,b'2020-08'
FRESNO,2021,1,79234,13560,65502,1,447,b'2021-08'
FRESNO,2021,2,206073,63417,141824,1,448,b'2021-08'
FRESNO,2021,3,468230,174541,306575,3,449,b'2021-08'
FRESNO,2021,4,682695,309600,394916,3,450,b'2021-08'
FRESNO,2021,5,793656,374144,443974,6,451,b'2021-08'
FRESNO,2021,6,864519,417231,473297,8,452,b'2021-08'
FRESNO,2021,7,916089,441516,501440,8,453,b'2021-08'
FRESNO,2021,8,994253,473523,546042,9,454,b'2021-08'
FRESNO,2021,9,1067405,510206,573353,10,455,b'2021-08'
FRESNO,2021,10,1143742,532604,590517,11,456,b'2021-08'
FRESNO,2021,11,1251906,550311,615384,18,457,b'2021-08'
FRESNO,2021,12,1373849,574467,637933,24,458,b'2021-08'
FRESNO,2022,1,1467779,591918,657119,35,459,b'2022-08'
FRESNO,2022,2,1513646,604505,666100,40,460,b'2022-08'
FRESNO,2022,3,1541136,611494,671340,42,461,b'2022-08'
FRESNO,2022,4,1572859,615432,674581,48,462,b'2022-08'
FRESNO,2022,5,1596949,618047,677105,48,463,b'2022-08'
FRESNO,2022,6,1616967,620276,679910,59,464,b'2022-08'
FRESNO,2022,7,1637755,622560,683448,63,465,b'2022-08'
FRESNO,2022,8,1653800,625126,686707,77,466,b'2022-08'
FRESNO,2022,9,1679986,626720,689000,18643,467,b'2022-08'
FRESNO,2022,10,1717362,627755,691490,50300,468,b'2022-08'
FRESNO,2022,11,1743562,628501,693449,73115,469,b'2022-09'
FRESNO,2022,12,1763551,629271,695076,90375,470,b'2022-09'
FRESNO,2023,1,1774699,629854,696168,99276,471,b'2023-09'
FRESNO,2023,2,1780440,630272,696907,103282,472,b'2023-09'
FRESNO,2023,3,1785490,630686,697663,106879,473,b'2023-09'
FRESNO,2023,4,1789324,630862,698098,109659,474,b'2023-09'
FRESNO,2023,5,1793975,630894,698450,113581,475,b'2023-09'
FRESNO,2023,6,1797910,630924,698732,116241,476,b'2023-09'
FRESNO,2023,7,1800185,630946,699009,118085,477,b'2023-09'
FRESNO,2023,8,1802961,630964,699338,120397,478,b'2023-09'
FRESNO,2023,9,1804268,630969,699428,121272,479,b'2023-09'
GLENN,2020,1,0,0,0,0,480,b'2020-09'
GLENN,2020,7,0,0,0,0,481,b'2020-09'
GLENN,2020,8,2,0,2,0,482,b'2020-09'
GLENN,2020,9,6,3,3,0,483,b'2020-09'
GLENN,2020,10,6,3,3,0,484,b'2020-09'
GLENN,2020,11,6,3,3,0,485,b'2020-09'
GLENN,2020,12,369,3,366,0,486,b'2020-09'
GLENN,2021,1,2379,399,1979,0,487,b'2021-09'
GLENN,2021,2,5987,1952,4026,0,488,b'2021-09'
GLENN,2021,3,11682,4691,7559,0,489,b'2021-09'
GLENN,2021,4,17098,8073,9830,0,490,b'2021-09'
GLENN,2021,5,19626,9672,10890,0,491,b'2021-09'
GLENN,2021,6,21283,10658,11650,0,492,b'2021-09'
GLENN,2021,7,22609,11334,12378,0,493,b'2021-09'
GLENN,2021,8,24450,12088,13520,0,494,b'2021-09'
GLENN,2021,9,26341,13097,14368,0,495,b'2021-09'
GLENN,2021,10,28285,13729,14892,0,496,b'2021-09'
GLENN,2021,11,31236,14149,15497,0,497,b'2021-09'
GLENN,2021,12,34068,14656,16099,1,498,b'2021-09'
GLENN,2022,1,36358,15082,16561,1,499,b'2022-10'
GLENN,2022,2,37411,15374,16807,1,500,b'2022-10'
GLENN,2022,3,38038,15567,16914,1,501,b'2022-10'
GLENN,2022,4,38707,15667,17001,1,502,b'2022-10'
GLENN,2022,5,39211,15744,17052,1,503,b'2022-10'
GLENN,2022,6,39648,15782,17110,1,504,b'2022-10'
GLENN,2022,7,40119,15830,17187,1,505,b'2022-10'
GLENN,2022,8,40474,15890,17261,1,506,b'2022-10'
GLENN,2022,9,40980,15926,17313,379,507,b'2022-10'
GLENN,2022,10,41980,15943,17367,1269,508,b'2022-10'
GLENN,2022,11,42571,15952,17411,1789,509,b'2022-10'
GLENN,2022,12,43015,15965,17439,2192,510,b'2022-10'
GLENN,2023,1,43246,15974,17463,2396,511,b'2023-10'
GLENN,2023,2,43371,15990,17476,2495,512,b'2023-10'
GLENN,2023,3,43451,15998,17488,2558,513,b'2023-10'
GLENN,2023,4,43518,16003,17500,2607,514,b'2023-10'
GLENN,2023,5,43601,16006,17507,2683,515,b'2023-10'
GLENN,2023,6,43643,16007,17512,2723,516,b'2023-10'
GLENN,2023,7,43675,16008,17518,2748,517,b'2023-10'
GLENN,2023,8,43700,16008,17522,2772,518,b'2023-10'
GLENN,2023,9,43707,16008,17525,2778,519,b'2023-10'
HUMBOLDT,2020,1,0,0,0,0,520,b'2020-10'
HUMBOLDT,2020,7,0,0,0,0,521,b'2020-10'
HUMBOLDT,2020,8,1,0,1,0,522,b'2020-10'
HUMBOLDT,2020,9,1,0,1,0,523,b'2020-10'
HUMBOLDT,2020,10,2,0,2,0,524,b'2020-10'
HUMBOLDT,2020,11,4,0,4,0,525,b'2020-10'
HUMBOLDT,2020,12,2507,1,2503,0,526,b'2020-10'
HUMBOLDT,2021,1,18134,2981,15099,0,527,b'2021-10'
HUMBOLDT,2021,2,40659,14670,25878,1,528,b'2021-10'
HUMBOLDT,2021,3,72712,29542,45482,1,529,b'2021-10'
HUMBOLDT,2021,4,108370,48302,64104,1,530,b'2021-11'
HUMBOLDT,2021,5,128891,62276,71779,1,531,b'2021-11'
HUMBOLDT,2021,6,139341,69175,75975,1,532,b'2021-11'
HUMBOLDT,2021,7,145240,72369,79179,1,533,b'2021-11'
HUMBOLDT,2021,8,154253,75917,84506,1,534,b'2021-11'
HUMBOLDT,2021,9,163031,79699,87124,1,535,b'2021-11'
HUMBOLDT,2021,10,174242,81708,88675,3,536,b'2021-11'
HUMBOLDT,2021,11,191922,83485,92168,3,537,b'2021-11'
HUMBOLDT,2021,12,210419,86638,94434,5,538,b'2021-11'
HUMBOLDT,2022,1,224145,88384,96372,12,539,b'2022-11'
HUMBOLDT,2022,2,228869,89497,97102,13,540,b'2022-11'
HUMBOLDT,2022,3,232019,90098,97553,14,541,b'2022-11'
HUMBOLDT,2022,4,239344,90496,97909,14,542,b'2022-11'
HUMBOLDT,2022,5,245152,90785,98233,18,543,b'2022-11'
HUMBOLDT,2022,6,248966,91041,98613,20,544,b'2022-11'
HUMBOLDT,2022,7,252417,91312,99149,22,545,b'2022-11'
HUMBOLDT,2022,8,254805,91630,99580,26,546,b'2022-11'
HUMBOLDT,2022,9,262429,91892,99929,5018,547,b'2022-11'
HUMBOLDT,2022,10,272378,92083,100363,13166,548,b'2022-11'
HUMBOLDT,2022,11,278812,92196,100761,18708,549,b'2022-11'
HUMBOLDT,2022,12,282741,92316,100990,22109,550,b'2022-11'
HUMBOLDT,2023,1,284757,92408,101157,23831,551,b'2023-11'
HUMBOLDT,2023,2,285964,92456,101274,24846,552,b'2023-11'
HUMBOLDT,2023,3,287083,92516,101406,25768,553,b'2023-11'
HUMBOLDT,2023,4,288105,92545,101474,26669,554,b'2023-11'
HUMBOLDT,2023,5,289975,92553,101552,28431,555,b'2023-11'
HUMBOLDT,2023,6,291362,92557,101630,29725,556,b'2023-11'
HUMBOLDT,2023,7,292384,92568,101688,30683,557,b'2023-11'
HUMBOLDT,2023,8,293442,92575,101744,31688,558,b'2023-11'
HUMBOLDT,2023,9,293704,92576,101769,31926,559,b'2023-11'
IMPERIAL,2020,1,0,0,0,0,560,b'2020-12'
IMPERIAL,2020,7,0,0,0,0,561,b'2020-12'
IMPERIAL,2020,8,2,0,2,0,562,b'2020-12'
IMPERIAL,2020,9,6,2,4,0,563,b'2020-12'
IMPERIAL,2020,10,9,2,7,0,564,b'2020-12'
IMPERIAL,2020,11,15,3,13,0,565,b'2020-12'
IMPERIAL,2020,12,1709,6,1701,0,566,b'2020-12'
IMPERIAL,2021,1,11258,1706,9538,0,567,b'2021-12'
IMPERIAL,2021,2,34378,10018,24308,0,568,b'2021-12'
IMPERIAL,2021,3,86901,33450,60777,0,569,b'2021-12'
IMPERIAL,2021,4,146000,62484,93828,0,570,b'2021-12'
IMPERIAL,2021,5,185130,85764,110792,1,571,b'2021-12'
IMPERIAL,2021,6,215602,102326,126600,2,572,b'2021-12'
IMPERIAL,2021,7,234922,112969,135898,2,573,b'2021-12'
IMPERIAL,2021,8,253393,121163,146291,3,574,b'2021-12'
IMPERIAL,2021,9,268428,129032,152825,5,575,b'2021-12'
IMPERIAL,2021,10,283121,132898,156836,5,576,b'2021-12'
IMPERIAL,2021,11,323418,139311,177581,10,577,b'2021-12'
IMPERIAL,2021,12,377310,154217,200295,12,578,b'2021-12'
IMPERIAL,2022,1,423386,163197,221820,15,579,b'2022-12'
IMPERIAL,2022,2,443791,168908,230548,17,580,b'2022-12'
IMPERIAL,2022,3,456758,171955,236580,18,581,b'2022-12'
IMPERIAL,2022,4,466725,173733,239680,19,582,b'2022-12'
IMPERIAL,2022,5,474435,175002,242162,21,583,b'2022-12'
IMPERIAL,2022,6,483329,176357,244970,25,584,b'2022-12'
IMPERIAL,2022,7,493990,177886,249039,27,585,b'2022-12'
IMPERIAL,2022,8,501910,179088,252248,28,586,b'2022-12'
IMPERIAL,2022,9,509354,179671,255123,3510,587,b'2022-12'
IMPERIAL,2022,10,517740,180136,257654,8981,588,b'2022-12'
IMPERIAL,2022,11,524944,180456,259931,13914,589,b'2022-12'
IMPERIAL,2022,12,531474,180740,262149,18542,590,b'2022-12'
IMPERIAL,2023,1,536220,180977,263906,22120,591,b'2023-01'
IMPERIAL,2023,2,538936,181174,265127,23993,592,b'2023-01'
IMPERIAL,2023,3,541745,181366,266539,25842,593,b'2023-01'
IMPERIAL,2023,4,544365,181477,268228,27765,594,b'2023-01'
IMPERIAL,2023,5,546996,181528,269928,30141,595,b'2023-01'
IMPERIAL,2023,6,548960,181560,271222,31859,596,b'2023-01'
IMPERIAL,2023,7,551111,181603,272843,33822,597,b'2023-01'
IMPERIAL,2023,8,554190,181644,275023,36643,598,b'2023-01'
IMPERIAL,2023,9,555263,181655,275786,37605,599,b'2023-01'
INYO,2020,1,0,0,0,0,600,b'2020-01'
INYO,2020,7,0,0,0,0,601,b'2020-01'
INYO,2020,8,0,0,0,0,602,b'2020-01'
INYO,2020,9,1,0,1,0,603,b'2020-01'
INYO,2020,10,3,0,3,0,604,b'2020-01'
INYO,2020,11,3,0,3,0,605,b'2020-01'
INYO,2020,12,778,2,770,0,606,b'2020-01'
INYO,2021,1,2939,786,2114,0,607,b'2021-01'
INYO,2021,2,7045,2099,4859,0,608,b'2021-01'
INYO,2021,3,11954,4846,7051,0,609,b'2021-01'
INYO,2021,4,15981,7154,8994,0,610,b'2021-01'
INYO,2021,5,18067,8641,9669,0,611,b'2021-01'
INYO,2021,6,18981,9285,9994,0,612,b'2021-01'
INYO,2021,7,19476,9498,10281,0,613,b'2021-01'
INYO,2021,8,20329,9809,10776,0,614,b'2021-01'
INYO,2021,9,21290,10204,11083,0,615,b'2021-01'
INYO,2021,10,23098,10484,11340,0,616,b'2021-01'
INYO,2021,11,26324,10791,11892,0,617,b'2021-01'
INYO,2021,12,28189,11125,12138,0,618,b'2021-01'
INYO,2022,1,29453,11334,12380,0,619,b'2022-01'
INYO,2022,2,29882,11476,12462,0,620,b'2022-01'
INYO,2022,3,30139,11523,12512,0,621,b'2022-01'
INYO,2022,4,30989,11576,12554,1,622,b'2022-02'
INYO,2022,5,31617,11621,12587,1,623,b'2022-02'
INYO,2022,6,31975,11643,12615,1,624,b'2022-02'
INYO,2022,7,32404,11667,12652,1,625,b'2022-02'
INYO,2022,8,32636,11689,12704,1,626,b'2022-02'
INYO,2022,9,33470,11703,12737,678,627,b'2022-02'
INYO,2022,10,34791,11721,12781,1882,628,b'2022-02'
INYO,2022,11,35524,11730,12809,2570,629,b'2022-02'
INYO,2022,12,35976,11735,12825,2995,630,b'2022-02'
INYO,2023,1,36121,11738,12836,3125,631,b'2023-02'
INYO,2023,2,36170,11741,12844,3161,632,b'2023-02'
INYO,2023,3,36215,11747,12853,3189,633,b'2023-02'
INYO,2023,4,36256,11749,12858,3223,634,b'2023-02'
INYO,2023,5,36392,11749,12869,3352,635,b'2023-02'
INYO,2023,6,36449,11749,12874,3409,636,b'2023-02'
INYO,2023,7,36473,11749,12878,3433,637,b'2023-02'
INYO,2023,8,36507,11749,12881,3464,638,b'2023-02'
INYO,2023,9,36512,11749,12882,3468,639,b'2023-02'
KERN,2020,1,0,0,0,0,640,b'2020-02'
KERN,2020,7,0,0,0,0,641,b'2020-02'
KERN,2020,8,6,0,6,0,642,b'2020-02'
KERN,2020,9,10,2,8,0,643,b'2020-02'
KERN,2020,10,11,2,9,0,644,b'2020-02'
KERN,2020,11,17,3,15,0,645,b'2020-02'
KERN,2020,12,5875,4,5872,0,646,b'2020-02'
KERN,2021,1,54049,7681,46332,0,647,b'2021-02'
KERN,2021,2,146866,47381,99132,0,648,b'2021-02'
KERN,2021,3,323773,121733,214496,0,649,b'2021-02'
KERN,2021,4,498856,226739,293988,1,650,b'2021-03'
KERN,2021,5,587299,278250,333685,1,651,b'2021-03'
KERN,2021,6,644146,313062,357635,1,652,b'2021-03'
KERN,2021,7,686495,333020,381258,1,653,b'2021-03'
KERN,2021,8,752137,358894,421167,1,654,b'2021-03'
KERN,2021,9,815903,392438,447364,4,655,b'2021-03'
KERN,2021,10,878003,414856,464711,7,656,b'2021-03'
KERN,2021,11,962197,431941,485999,9,657,b'2021-03'
KERN,2021,12,1051580,450813,504256,12,658,b'2021-03'
KERN,2022,1,1126267,465112,521710,17,659,b'2022-03'
KERN,2022,2,1164581,476304,529810,19,660,b'2022-03'
KERN,2022,3,1185934,482086,534486,20,661,b'2022-03'
KERN,2022,4,1208771,485207,537339,21,662,b'2022-03'
KERN,2022,5,1226529,487436,539612,25,663,b'2022-03'
KERN,2022,6,1240976,489270,541914,26,664,b'2022-03'
KERN,2022,7,1256157,491108,544644,30,665,b'2022-03'
KERN,2022,8,1267861,492924,547002,34,666,b'2022-03'
KERN,2022,9,1284186,494068,548656,11879,667,b'2022-03'
KERN,2022,10,1307261,494887,550352,31574,668,b'2022-03'
KERN,2022,11,1324431,495449,551494,46894,669,b'2022-03'
KERN,2022,12,1337740,495904,552642,58682,670,b'2022-03'
KERN,2023,1,1345020,496311,553441,64847,671,b'2023-03'
KERN,2023,2,1348602,496625,553941,67669,672,b'2023-03'
KERN,2023,3,1351308,496877,554376,69730,673,b'2023-03'
KERN,2023,4,1353175,496967,554648,71292,674,b'2023-03'
KERN,2023,5,1355505,496984,554906,73519,675,b'2023-03'
KERN,2023,6,1357026,496994,555105,74951,676,b'2023-03'
KERN,2023,7,1358215,497002,555338,76083,677,b'2023-03'
KERN,2023,8,1360241,497013,555603,78032,678,b'2023-03'
KERN,2023,9,1360856,497017,555688,78623,679,b'2023-03'
KINGS,2020,1,0,0,0,0,680,b'2020-03'
KINGS,2020,7,0,0,0,0,681,b'2020-04'
KINGS,2020,8,1,0,1,0,682,b'2020-04'
KINGS,2020,9,1,0,1,0,683,b'2020-04'
KINGS,2020,10,1,0,1,0,684,b'2020-04'
KINGS,2020,11,2,0,2,0,685,b'2020-04'
KINGS,2020,12,990,3,1019,0,686,b'2020-04'
KINGS,2021,1,8098,1194,6947,0,687,b'2021-04'
KINGS,2021,2,21636,6635,14999,0,688,b'2021-04'
KINGS,2021,3,49735,18369,33260,0,689,b'2021-04'
KINGS,2021,4,72302,33554,42435,0,690,b'2021-04'
KINGS,2021,5,83572,39963,47698,0,691,b'2021-04'
KINGS,2021,6,91058,44614,50739,0,692,b'2021-04'
KINGS,2021,7,96844,47144,54161,0,693,b'2021-04'
KINGS,2021,8,106801,51108,60205,0,694,b'2021-04'
KINGS,2021,9,116244,56121,64187,0,695,b'2021-04'
KINGS,2021,10,125160,59348,66691,0,696,b'2021-04'
KINGS,2021,11,137288,61659,69824,0,697,b'2021-04'
KINGS,2021,12,150255,64340,72773,0,698,b'2021-04'
KINGS,2022,1,161013,66535,75725,2,699,b'2022-04'
KINGS,2022,2,165943,68091,76709,3,700,b'2022-04'
KINGS,2022,3,169190,68870,77392,4,701,b'2022-04'
KINGS,2022,4,172602,69376,77864,4,702,b'2022-04'
KINGS,2022,5,175075,69746,78226,5,703,b'2022-04'
KINGS,2022,6,177165,70048,78619,5,704,b'2022-04'
KINGS,2022,7,179449,70369,79070,5,705,b'2022-04'
KINGS,2022,8,181217,70707,79518,5,706,b'2022-04'
KINGS,2022,9,183536,70895,79808,1674,707,b'2022-04'
KINGS,2022,10,187003,71016,80138,4655,708,b'2022-04'
KINGS,2022,11,189459,71124,80399,6746,709,b'2022-04'
KINGS,2022,12,191501,71198,80662,8484,710,b'2022-04'
KINGS,2023,1,192428,71270,80774,9216,711,b'2023-05'
KINGS,2023,2,192961,71312,80853,9607,712,b'2023-05'
KINGS,2023,3,193464,71361,80932,9952,713,b'2023-05'
KINGS,2023,4,193754,71377,80986,10173,714,b'2023-05'
KINGS,2023,5,194155,71378,81051,10528,715,b'2023-05'
KINGS,2023,6,194447,71379,81090,10752,716,b'2023-05'
KINGS,2023,7,194650,71380,81120,10929,717,b'2023-05'
KINGS,2023,8,194946,71381,81164,11195,718,b'2023-05'
KINGS,2023,9,195092,71381,81197,11315,719,b'2023-05'
LAKE,2020,1,0,0,0,0,720,b'2020-05'
LAKE,2020,7,0,0,0,0,721,b'2020-05'
LAKE,2020,8,0,0,0,0,722,b'2020-05'
LAKE,2020,9,0,0,0,0,723,b'2020-05'
LAKE,2020,10,1,0,1,0,724,b'2020-05'
LAKE,2020,11,4,1,3,0,725,b'2020-05'
LAKE,2020,12,680,2,677,0,726,b'2020-05'
LAKE,2021,1,7068,1052,6007,0,727,b'2021-05'
LAKE,2021,2,16630,5348,11248,0,728,b'2021-05'
LAKE,2021,3,31153,13049,18982,0,729,b'2021-05'
LAKE,2021,4,41391,18903,23949,0,730,b'2021-05'
LAKE,2021,5,47718,23107,26503,0,731,b'2021-05'
LAKE,2021,6,51560,25467,28275,0,732,b'2021-05'
LAKE,2021,7,54978,27032,30355,0,733,b'2021-05'
LAKE,2021,8,59611,29053,33038,1,734,b'2021-05'
LAKE,2021,9,64065,31125,34890,1,735,b'2021-05'
LAKE,2021,10,68214,32289,35798,1,736,b'2021-05'
LAKE,2021,11,74703,33088,36741,1,737,b'2021-05'
LAKE,2021,12,81194,33897,37745,3,738,b'2021-05'
LAKE,2022,1,86082,34500,38677,5,739,b'2022-05'
LAKE,2022,2,88581,35100,39143,5,740,b'2022-05'
LAKE,2022,3,89980,35430,39428,6,741,b'2022-05'
LAKE,2022,4,92140,35641,39608,6,742,b'2022-06'
LAKE,2022,5,94211,35810,39823,6,743,b'2022-06'
LAKE,2022,6,95536,35952,39957,6,744,b'2022-06'
LAKE,2022,7,96535,36023,40088,8,745,b'2022-06'
LAKE,2022,8,97326,36105,40217,8,746,b'2022-06'
LAKE,2022,9,98605,36146,40296,874,747,b'2022-06'
LAKE,2022,10,100720,36176,40403,2694,748,b'2022-06'
LAKE,2022,11,102482,36191,40507,4286,749,b'2022-06'
LAKE,2022,12,103786,36207,40600,5483,750,b'2022-06'
LAKE,2023,1,104430,36227,40668,6060,751,b'2023-06'
LAKE,2023,2,104667,36238,40695,6267,752,b'2023-06'
LAKE,2023,3,104949,36247,40727,6512,753,b'2023-06'
LAKE,2023,4,105274,36254,40747,6818,754,b'2023-06'
LAKE,2023,5,105612,36254,40780,7135,755,b'2023-06'
LAKE,2023,6,105791,36254,40796,7302,756,b'2023-06'
LAKE,2023,7,105923,36256,40807,7428,757,b'2023-06'
LAKE,2023,8,106102,36256,40827,7602,758,b'2023-06'
LAKE,2023,9,106154,36256,40831,7650,759,b'2023-06'
LASSEN,2020,1,0,0,0,0,760,b'2020-06'
LASSEN,2020,7,0,0,0,0,761,b'2020-06'
LASSEN,2020,8,1,0,1,0,762,b'2020-06'
LASSEN,2020,9,2,1,1,0,763,b'2020-06'
LASSEN,2020,10,3,1,2,0,764,b'2020-06'
LASSEN,2020,11,4,2,2,0,765,b'2020-06'
LASSEN,2020,12,173,2,171,0,766,b'2020-06'
LASSEN,2021,1,1852,210,1613,0,767,b'2021-06'
LASSEN,2021,2,3960,1519,2400,0,768,b'2021-06'
LASSEN,2021,3,7386,2782,4954,0,769,b'2021-06'
LASSEN,2021,4,10088,4933,5734,0,770,b'2021-06'
LASSEN,2021,5,11170,5635,6317,0,771,b'2021-06'
LASSEN,2021,6,11829,6065,6649,0,772,b'2021-07'
LASSEN,2021,7,12353,6314,6974,0,773,b'2021-07'
LASSEN,2021,8,13242,6670,7571,0,774,b'2021-07'
LASSEN,2021,9,14352,7225,8131,0,775,b'2021-07'
LASSEN,2021,10,15909,7768,8748,0,776,b'2021-07'
LASSEN,2021,11,17818,8230,9140,0,777,b'2021-07'
LASSEN,2021,12,19242,8497,9378,1,778,b'2021-07'
LASSEN,2022,1,20210,8614,9563,2,779,b'2022-07'
LASSEN,2022,2,20634,8713,9646,2,780,b'2022-07'
LASSEN,2022,3,20913,8772,9693,2,781,b'2022-07'
LASSEN,2022,4,21432,8820,9718,3,782,b'2022-07'
LASSEN,2022,5,21828,8842,9756,5,783,b'2022-07'
LASSEN,2022,6,22101,8880,9803,5,784,b'2022-07'
LASSEN,2022,7,22319,8912,9825,5,785,b'2022-07'
LASSEN,2022,8,22476,8933,9851,5,786,b'2022-07'
LASSEN,2022,9,22894,8948,9884,334,787,b'2022-07'
LASSEN,2022,10,23496,8956,9923,859,788,b'2022-07'
LASSEN,2022,11,23878,8961,9953,1191,789,b'2022-07'
LASSEN,2022,12,24066,8963,9981,1341,790,b'2022-07'
LASSEN,2023,1,24164,8969,9985,1422,791,b'2023-07'
LASSEN,2023,2,24227,8970,9997,1479,792,b'2023-07'
LASSEN,2023,3,24259,8974,10005,1502,793,b'2023-07'
LASSEN,2023,4,24294,8975,10007,1533,794,b'2023-07'
LASSEN,2023,5,24360,8975,10013,1595,795,b'2023-07'
LASSEN,2023,6,24394,8975,10017,1627,796,b'2023-07'
LASSEN,2023,7,24406,8975,10019,1639,797,b'2023-07'
LASSEN,2023,8,24441,8975,10021,1674,798,b'2023-07'
LASSEN,2023,9,24450,8975,10022,1683,799,b'2023-07'
LOS ANGELES,2020,1,0,0,0,0,800,b'2020-07'
LOS ANGELES,2020,7,4,0,4,0,801,b'2020-07'
LOS ANGELES,2020,8,189,12,177,0,802,b'2020-07'
LOS ANGELES,2020,9,690,232,459,0,803,b'2020-08'
LOS ANGELES,2020,10,983,388,615,0,804,b'2020-08'
LOS ANGELES,2020,11,1275,527,851,0,805,b'2020-08'
LOS ANGELES,2020,12,144519,882,143760,1,806,b'2020-08'
LOS ANGELES,2021,1,1034515,171701,860364,4,807,b'2021-08'
LOS ANGELES,2021,2,2527689,884084,1634934,7,808,b'2021-08'
LOS ANGELES,2021,3,5204151,1957345,3353668,20,809,b'2021-08'
LOS ANGELES,2021,4,8293398,3605724,4993137,42,810,b'2021-08'
LOS ANGELES,2021,5,10168352,4823348,5693786,64,811,b'2021-08'
LOS ANGELES,2021,6,11092345,5415876,6059329,73,812,b'2021-08'
LOS ANGELES,2021,7,11678664,5703692,6377390,82,813,b'2021-08'
LOS ANGELES,2021,8,12390451,6019168,6740579,90,814,b'2021-08'
LOS ANGELES,2021,9,13018335,6298041,6955648,116,815,b'2021-08'
LOS ANGELES,2021,10,13904913,6501632,7152718,144,816,b'2021-08'
LOS ANGELES,2021,11,15373144,6713316,7492187,209,817,b'2021-08'
LOS ANGELES,2021,12,17007690,7004860,7743137,353,818,b'2021-08'
LOS ANGELES,2022,1,18189923,7188132,7955576,523,819,b'2022-08'
LOS ANGELES,2022,2,18638122,7302238,8037078,580,820,b'2022-08'
LOS ANGELES,2022,3,18910022,7356502,8084678,636,821,b'2022-08'
LOS ANGELES,2022,4,19381699,7392254,8120703,696,822,b'2022-08'
LOS ANGELES,2022,5,19745693,7420669,8150528,771,823,b'2022-08'
LOS ANGELES,2022,6,20036597,7444095,8185841,870,824,b'2022-08'
