county,state,fips,stayput,inflow,outflow,year
Richland,IL,17159,12751,167,163,2020
Richland,SC,45079,279361,18087,19095,2020
Richmond,VA,51159,5698,281,236,2020
Richmond,VA,51760,127479,13120,16292,2020
Richmond,NC,37153,30400,792,745,2020
Richmond,GA,13245,129586,7716,9665,2020
Richmond,NY,36085,389586,14801,15610,2020
Riley,KS,20161,36200,2121,2878,2020
Ringgold,IA,19159,3704,0,0,2020
Rio Arriba,NM,35039,26637,763,807,2020
Rio Blanco,CO,8103,4866,87,87,2020
Rio Grande,CO,8105,10027,293,259,2020
Ripley,IN,18137,23826,1041,998,2020
Ripley,MO,29181,8818,267,361,2020
Ritchie,WV,54085,6849,86,102,2020
Riverside,CA,6065,1849711,114487,88443,2020
Roane,TN,47145,39380,2124,1679,2020
Roane,WV,54087,9405,174,211,2020
Roanoke,VA,51161,75739,4228,4340,2020
Roanoke,VA,51770,66176,3750,4848,2020
Roberts,TX,48393,688,0,0,2020
Roberts,SD,46109,8427,0,148,2020
Robertson,TN,47147,57883,3530,3106,2020
Robertson,TX,48395,12863,552,433,2020
Robertson,KY,21201,1486,0,0,2020
Robeson,NC,37155,83002,2100,2353,2020
Rock,WI,55105,132826,4162,3424,2020
Rock,MN,27133,8325,117,138,2020
Rock,NE,31149,1166,0,0,2020
Rock Island,IL,17161,112462,3147,3702,2020
Rockbridge,VA,51163,16562,604,497,2020
Rockcastle,KY,21203,10978,366,270,2020
Rockdale,GA,13247,60723,6301,6087,2020
Rockingham,NH,33015,265368,14985,11733,2020
Rockingham,NC,37157,66177,2447,2043,2020
Rockingham,VA,51165,67849,2553,2302,2020
Rockland,NY,36087,309518,9254,9050,2020
Rockwall,TX,48397,84590,9630,5559,2020
Roger Mills,OK,40129,2719,46,0,2020
Rogers,OK,40131,72613,4719,4042,2020
Rolette,ND,38079,10174,29,103,2020
Rooks,KS,20163,3919,0,57,2020
Roosevelt,MT,30085,7642,0,0,2020
Roosevelt,NM,35041,12548,283,421,2020
Roscommon,MI,26143,16829,811,491,2020
Roseau,MN,27135,13588,34,38,2020
Rosebud,MT,30087,7158,84,125,2020
Ross,OH,39141,55614,1756,1734,2020
Routt,CO,8107,19328,744,429,2020
Rowan,KY,21205,14419,556,641,2020
Rowan,NC,37159,106228,5173,4318,2020
Runnels,TX,48399,7917,302,209,2020
Rush,KS,20165,2368,37,0,2020
Rush,IN,18139,13437,640,594,2020
Rusk,TX,48401,36790,2151,1785,2020
Rusk,WI,55107,11245,302,254,2020
Russell,AL,1113,36334,3266,3321,2020
Russell,KS,20167,5350,55,76,2020
Russell,KY,21207,12633,339,314,2020
Russell,VA,51167,17294,519,466,2020
Rutherford,TN,47149,254956,17108,13376,2020
Rutherford,NC,37161,45001,1247,1200,2020
Rutland,VT,50021,47133,865,698,2020
Sabine,TX,48403,6918,323,165,2020
Sabine,LA,22085,16126,376,412,2020
Sac,IA,19161,8391,134,98,2020
Sacramento,CA,6067,1222570,54591,54319,2020
Sagadahoc,ME,23023,28885,1461,1377,2020
Saginaw,MI,26145,145766,4327,3964,2020
Saguache,CO,8109,2994,92,80,2020
Salem,NJ,34033,49913,2354,1657,2020
Salem,VA,51775,17734,1399,1366,2020
Saline,KS,20169,43251,899,1202,2020
Saline,AR,5125,91681,5360,4252,2020
Saline,NE,31151,11865,265,395,2020
Saline,MO,29195,16654,239,333,2020
Saline,IL,17165,17332,264,343,2020
Salt Lake,UT,49035,943367,40443,48007,2020
Saluda,SC,45081,13668,603,635,2020
Sampson,NC,37163,46048,1530,1536,2020
San Augustine,TX,48405,5474,182,172,2020
San Benito,CA,6069,54382,4005,2014,2020
San Bernardino,CA,6071,1652980,91369,84507,2020
San Diego,CA,6073,2676209,105249,122185,2020
San Francisco,CA,6075,618122,35255,73087,2020
San Jacinto,TX,48407,18142,2078,1369,2020
San Joaquin,CA,6077,610369,30069,23347,2020
San Juan,NM,35045,87938,2612,2666,2020
San Juan,UT,49037,9842,307,307,2020
San Juan,WA,53055,13183,594,287,2020
San Juan,CO,8111,468,0,0,2020
San Luis Obispo,CA,6079,209450,9373,7480,2020
San Mateo,CA,6081,624189,32732,47905,2020
San Miguel,NM,35047,17065,376,434,2020
San Miguel,CO,8113,5963,0,154,2020
San Patricio,TX,48409,53632,3147,3178,2020
San Saba,TX,48411,4183,0,0,2020
Sanborn,SD,46111,1940,0,0,2020
Sanders,MT,30089,8811,271,136,2020
Sandoval,NM,35043,112266,7586,5349,2020
Sandusky,OH,39143,48853,1598,1674,2020
Sangamon,IL,17167,159555,3472,3715,2020
Sanilac,MI,26151,33367,1285,1159,2020
Sanpete,UT,49039,23109,1376,816,2020
Santa Barbara,CA,6083,345447,10452,12089,2020
Santa Clara,CA,6085,1605557,58844,97387,2020
Santa Cruz,AZ,4023,41331,1295,1365,2020
Santa Cruz,CA,6087,206421,8483,9459,2020
Santa Fe,NM,35049,114213,4546,4158,2020
Santa Rosa,FL,12113,137859,8785,6950,2020
Sarasota,FL,12115,315479,26690,15715,2020
Saratoga,NY,36091,191248,9129,7060,2020
Sargent,ND,38081,3395,65,39,2020
Sarpy,NE,31153,157912,11287,9618,2020
Sauk,WI,55111,54772,2049,1822,2020
Saunders,NE,31155,19007,1136,662,2020
Sawyer,WI,55113,13377,299,139,2020
Schenectady,NY,36093,121968,5304,4922,2020
Schleicher,TX,48413,2012,36,44,2020
Schley,GA,13249,3358,61,87,2020
Schoharie,NY,36095,22315,832,521,2020
Schoolcraft,MI,26153,6247,0,43,2020
Schuyler,MO,29197,3311,41,54,2020
Schuyler,IL,17169,5068,147,95,2020
Schuyler,NY,36097,13873,593,496,2020
Schuylkill,PA,42107,109999,3446,2656,2020
Scioto,OH,39145,51578,912,911,2020
Scotland,NC,37165,22805,863,918,2020
Scotland,MO,29199,4263,0,0,2020
Scott,MN,27139,129004,8429,6734,2020
Scott,IL,17171,4095,96,78,2020
Scott,AR,5127,7229,138,214,2020
Scott,VA,51169,14146,450,404,2020
Scott,MS,28123,20199,581,734,2020
Scott,IN,18143,17771,924,777,2020
Scott,MO,29201,28362,1264,1392,2020
Scott,KS,20171,4199,0,41,2020
Scott,TN,47151,15673,147,161,2020
Scott,IA,19163,138864,4373,4144,2020
Scott,KY,21209,44257,2566,1930,2020
Scotts Bluff,NE,31157,28188,335,433,2020
Screven,GA,13251,9351,280,255,2020
Scurry,TX,48415,12564,77,155,2020
Searcy,AR,5129,5073,0,70,2020
Sebastian,AR,5131,91325,3771,4306,2020
Sedgwick,CO,8115,1676,0,0,2020
Sedgwick,KS,20173,417054,10252,11220,2020
Seminole,GA,13253,5312,108,112,2020
Seminole,FL,12117,354464,29625,30062,2020
Seminole,OK,40133,15885,751,852,2020
Seneca,OH,39147,44080,1526,1598,2020
Seneca,NY,36099,26095,773,910,2020
Sequatchie,TN,47153,10981,469,420,2020
Sequoyah,OK,40135,28361,1059,913,2020
Sevier,TN,47155,72001,2575,3003,2020
Sevier,UT,49041,17995,583,459,2020
Sevier,AR,5133,11859,127,328,2020
Seward,NE,31159,14570,519,394,2020
Seward,KS,20175,17396,168,431,2020
Shackelford,TX,48417,2545,63,50,2020
Shannon,MO,29203,5388,146,97,2020
Sharkey,MS,28125,2974,0,65,2020
Sharp,AR,5135,10989,546,533,2020
Shasta,CA,6089,129385,5066,3966,2020
Shawano,WI,55115,33440,1279,1224,2020
Shawnee,KS,20177,139616,3128,3441,2020
Sheboygan,WI,55117,99708,2274,2091,2020
Shelby,IN,18145,35842,1646,1501,2020
Shelby,MO,29205,5004,49,81,2020
Shelby,TX,48419,18769,365,448,2020
Shelby,IL,17173,17374,515,644,2020
Shelby,KY,21211,37114,2045,1597,2020
Shelby,IA,19165,10052,247,147,2020
Shelby,AL,1117,169111,11100,8122,2020
Shelby,TN,47157,701012,20165,25977,2020
Shelby,OH,39149,42485,1170,1370,2020
Shenandoah,VA,51171,34781,1635,1128,2020
Sherburne,MN,27141,80457,6339,5250,2020
Sheridan,KS,20179,2241,0,0,2020
Sheridan,WY,56033,25421,481,336,2020
Sheridan,ND,38083,1016,0,0,2020
Sheridan,MT,30091,2909,0,0,2020
Sheridan,NE,31161,3973,0,49,2020
Sherman,OR,41055,1380,40,0,2020
Sherman,KS,20181,4629,0,0,2020
Sherman,TX,48421,2079,0,0,2020
Sherman,NE,31163,2476,0,0,2020
Shiawassee,MI,26155,54054,2200,1915,2020
Shoshone,ID,16079,8805,390,300,2020
Sibley,MN,27143,12751,466,485,2020
Sierra,NM,35051,7023,148,91,2020
Sierra,CA,6091,1946,92,32,2020
Silver Bow,MT,30093,25415,636,608,2020
Simpson,KY,21213,13882,822,710,2020
Simpson,MS,28127,18086,575,581,2020
Sioux,NE,31165,885,0,0,2020
Sioux,IA,19167,31164,362,449,2020
Sioux,ND,38085,2498,0,61,2020
Siskiyou,CA,6093,31073,797,596,2020
Sitka,AK,2220,6557,0,74,2020
Skagit,WA,53057,103059,5235,3660,2020
Skagway,AK,2230,957,0,0,2020
Skamania,WA,53059,8414,450,264,2020
Slope,ND,38087,587,0,0,2020
Smith,TN,47159,15250,830,634,2020
Smith,KS,20183,3072,0,0,2020
Smith,TX,48423,177083,8801,7919,2020
Smith,MS,28129,10929,454,410,2020
Smyth,VA,51173,20554,385,390,2020
Snohomish,WA,53061,660267,37201,33727,2020
Snyder,PA,42109,32891,788,723,2020
Socorro,NM,35053,10900,192,318,2020
Solano,CA,6095,352000,18166,17798,2020
Somerset,MD,24039,14070,724,636,2020
Somerset,PA,42111,58238,1053,873,2020
Somerset,ME,23025,36273,1527,1464,2020
Somerset,NJ,34035,283469,17728,16485,2020
Somervell,TX,48425,6989,325,244,2020
Sonoma,CA,6097,390663,13229,12613,2020
Southampton,VA,51175,12468,558,322,2020
Spalding,GA,13255,45583,3494,3147,2020
Spartanburg,SC,45083,245716,11394,7846,2020
Spencer,KY,21215,15588,1208,717,2020
Spencer,IN,18147,16933,662,536,2020
Spink,SD,46115,4844,72,79,2020
Spokane,WA,53063,413529,17365,13877,2020
Spotsylvania,VA,51177,109248,8339,5958,2020
St. Bernard,LA,22087,28935,1772,1691,2020
St. Charles,LA,22089,41319,1914,1877,2020
St. Charles,MO,29183,335779,15117,12418,2020
St. Clair,IL,17163,197999,6658,7350,2020
St. Clair,AL,1115,66267,4194,3128,2020
St. Clair,MI,26147,130225,4230,3319,2020
St. Clair,MO,29185,6550,149,111,2020
St. Croix,WI,55109,79056,4259,2975,2020
St. Francis,AR,5123,13879,527,744,2020
St. Francois,MO,29187,45148,1954,1643,2020
St. Helena,LA,22091,8737,528,530,2020
St. James,LA,22093,16498,495,648,2020
St. John the Baptist,LA,22095,30736,1764,1889,2020
St. Johns,FL,12109,216081,20643,9104,2020
St. Joseph,IN,18141,211365,6561,7641,2020
St. Joseph,MI,26149,49327,1666,1575,2020
St. Landry,LA,22097,63303,2432,2757,2020
St. Lawrence,NY,36089,75076,746,779,2020
St. Louis,MO,29189,794338,37085,39974,2020
St. Louis,MN,27137,149378,3808,4092,2020
St. Louis,MO,29510,178924,15951,21492,2020
St. Lucie,FL,12111,238593,19646,10385,2020
St. Martin,LA,22099,39244,1888,2124,2020
St. Mary,LA,22101,36929,896,1307,2020
St. Mary's,MD,24037,91586,3564,2914,2020
St. Tammany,LA,22103,200103,9961,6696,2020
Stafford,VA,51179,121865,11633,8235,2020
Stafford,KS,20185,3271,0,0,2020
Stanislaus,CA,6099,438294,16412,15891,2020
Stanley,SD,46117,2590,163,125,2020
Stanly,NC,37167,46172,2151,1238,2020
Stanton,NE,31167,5010,167,186,2020
Stanton,KS,20187,1733,0,0,2020
Stark,ND,38089,26787,433,581,2020
Stark,OH,39151,303665,8176,7999,2020
Stark,IL,17175,4479,147,171,2020
Starke,IN,18149,18242,886,638,2020
Starr,TX,48427,54509,744,963,2020
Staunton,VA,51790,17360,1167,1452,2020
Ste. Genevieve,MO,29186,14778,625,476,2020
Stearns,MN,27145,128263,6102,6294,2020
Steele,ND,38091,1575,0,0,2020
Steele,MN,27147,32265,877,997,2020
Stephens,TX,48429,6196,0,44,2020
Stephens,OK,40137,31007,869,823,2020
Stephens,GA,13257,18304,592,638,2020
Stephenson,IL,17177,36037,805,791,2020
Sterling,TX,48431,1070,0,0,2020
Steuben,NY,36101,73445,1738,1694,2020
Steuben,IN,18151,26912,1210,915,2020
Stevens,MN,27149,8740,0,72,2020
Stevens,WA,53065,34555,2067,1313,2020
Stevens,KS,20189,4208,0,0,2020
Stewart,TN,47161,10069,441,256,2020
Stewart,GA,13259,2420,41,51,2020
Stillwater,MT,30095,7651,251,187,2020
Stoddard,MO,29207,20942,721,728,2020
Stokes,NC,37169,33454,1574,1436,2020
Stone,AR,5137,8303,0,0,2020
Stone,MO,29209,22651,1414,1146,2020
Stone,MS,28131,12002,526,446,2020
Stonewall,TX,48433,1042,0,0,2020
Storey,NV,32029,2874,275,117,2020
Story,IA,19169,60204,2500,2764,2020
Strafford,NH,33017,96741,4897,3848,2020
Stutsman,ND,38093,16327,220,189,2020
Sublette,WY,56035,7165,83,40,2020
Suffolk,NY,36103,1284971,40407,36987,2020
Suffolk,VA,51800,69171,5697,4391,2020
Suffolk,MA,25025,493812,36568,59949,2020
Sullivan,IN,18153,14689,524,440,2020
Sullivan,NH,33019,33475,1365,1112,2020
Sullivan,MO,29211,4499,45,67,2020
Sullivan,NY,36105,56433,3710,2271,2020
Sullivan,TN,47163,116951,4870,4228,2020
Sullivan,PA,42113,4525,109,91,2020
Sully,SD,46119,1175,0,0,2020
Summers,WV,54089,7258,279,171,2020
Summit,CO,8117,22414,1212,1283,2020
Summit,UT,49043,36620,2361,1773,2020
Summit,OH,39153,430414,15043,16651,2020
Sumner,KS,20191,17801,890,784,2020
Sumner,TN,47165,151450,9364,6930,2020
Sumter,GA,13261,19247,282,395,2020
Sumter,AL,1119,7517,151,163,2020
Sumter,SC,45085,77025,2013,2487,2020
Sumter,FL,12119,92385,6383,3489,2020
Sunflower,MS,28133,15524,282,627,2020
Surry,VA,51181,4841,66,57,2020
Surry,NC,37171,52823,1531,1365,2020
Susquehanna,PA,42115,32137,771,691,2020
Sussex,VA,51183,6277,172,195,2020
Sussex,NJ,34037,117745,6164,4350,2020
Sussex,DE,10005,181923,12240,4583,2020
Sutter,CA,6101,76662,3409,3535,2020
Sutton,TX,48435,3058,63,0,2020
Suwannee,FL,12121,28608,1330,968,2020
Swain,NC,37173,12420,303,407,2020
Sweet Grass,MT,30097,2969,0,0,2020
Sweetwater,WY,56037,35193,422,728,2020
Swift,MN,27151,7744,66,108,2020
Swisher,TX,48437,5066,147,102,2020
Switzerland,IN,18155,7508,208,220,2020
Talbot,GA,13263,3833,155,62,2020
Talbot,MD,24041,29650,1280,846,2020
Taliaferro,GA,13265,949,0,0,2020
Talladega,AL,1121,54845,2477,2414,2020
Tallahatchie,MS,28135,8160,162,276,2020
Tallapoosa,AL,1123,28719,1364,1082,2020
Tama,IA,19171,14231,388,416,2020
Taney,MO,29213,39538,1223,1537,2020
Tangipahoa,LA,22105,89425,4453,3698,2020
Taos,NM,35055,22336,381,384,2020
Tarrant,TX,48439,1633772,97521,96163,2020
Tate,MS,28137,20705,1288,948,2020
Tattnall,GA,13267,13858,381,494,2020
Taylor,TX,48441,104005,3921,4330,2020
Taylor,GA,13269,5483,44,64,2020
Taylor,WI,55119,16651,362,408,2020
Taylor,KY,21217,18415,492,501,2020
Taylor,WV,54091,12463,535,443,2020
Taylor,FL,12123,13533,55,160,2020
Taylor,IA,19173,4822,0,107,2020
Tazewell,VA,51185,27100,632,558,2020
Tazewell,IL,17179,108974,3661,3262,2020
Tehama,CA,6103,46069,2051,1758,2020
Telfair,GA,13271,6456,187,200,2020
Teller,CO,8119,18742,1322,963,2020
Tensas,LA,22107,2704,0,0,2020
Terrebonne,LA,22109,81763,2493,2902,2020
Terrell,TX,48443,550,0,0,2020
Terrell,GA,13273,6097,210,180,2020
Terry,TX,48445,9090,225,225,2020
Teton,WY,56039,20640,550,540,2020
Teton,ID,16081,9134,270,138,2020
Teton,MT,30099,5266,104,89,2020
Texas,MO,29215,16636,473,560,2020
Texas,OK,40139,16635,209,238,2020
Thayer,NE,31169,4348,0,33,2020
Thomas,KS,20193,6189,59,0,2020
Thomas,NE,31171,544,0,0,2020
Thomas,GA,13275,31867,1009,858,2020
Throckmorton,TX,48447,1085,0,0,2020
Thurston,WA,53067,228019,16088,13183,2020
Thurston,NE,31173,5626,60,115,2020
Tift,GA,13277,28908,832,797,2020
Tillamook,OR,41057,20202,938,490,2020
Tillman,OK,40141,4993,0,56,2020
Tioga,PA,42117,32075,550,509,2020
Tioga,NY,36107,39298,1478,1273,2020
Tippah,MS,28139,15989,318,467,2020
Tippecanoe,IN,18157,127363,4422,5326,2020
Tipton,IN,18159,12839,664,486,2020
Tipton,TN,47167,47812,1920,1626,2020
Tishomingo,MS,28141,13188,455,366,2020
Titus,TX,48449,26054,656,793,2020
Todd,SD,46121,6268,0,55,2020
Todd,KY,21219,9581,381,302,2020
Todd,MN,27153,20575,769,780,2020
Tolland,CT,9013,110376,5621,4524,2020
Tom Green,TX,48451,87858,2832,3422,2020
Tompkins,NY,36109,62175,2055,2535,2020
Tooele,UT,49045,61682,4873,2583,2020
Toole,MT,30101,3278,0,0,2020
Toombs,GA,13279,18440,465,504,2020
Torrance,NM,35057,9531,555,342,2020
Towner,ND,38095,1908,0,0,2020
Towns,GA,13281,8422,256,244,2020
Traill,ND,38097,6512,232,205,2020
Transylvania,NC,37175,23227,511,494,2020
Traverse,MN,27155,2648,0,0,2020
Travis,TX,48453,907736,74292,76199,2020
Treasure,MT,30103,571,0,0,2020
Trego,KS,20195,2379,0,0,2020
Trempealeau,WI,55121,25608,840,802,2020
Treutlen,GA,13283,4206,70,54,2020
Trigg,KY,21221,10699,449,246,2020
Trimble,KY,21223,6347,357,393,2020
Trinity,TX,48455,9639,673,464,2020
Trinity,CA,6105,6842,153,157,2020
Tripp,SD,46123,4561,0,0,2020
Troup,GA,13285,48231,2013,2043,2020
Trousdale,TN,47169,6501,614,347,2020
Trumbull,OH,39155,160829,4612,4354,2020
Tucker,WV,54093,5268,55,77,2020
Tulare,CA,6107,371095,9199,7834,2020
Tulsa,OK,40143,487214,22528,23094,2020
Tunica,MS,28143,7262,321,475,2020
Tuolumne,CA,6109,38322,1849,1113,2020
Turner,GA,13287,5867,184,117,2020
Turner,SD,46125,7369,288,222,2020
Tuscaloosa,AL,1125,139663,3885,4404,2020
Tuscarawas,OH,39157,77439,1888,2250,2020
Tuscola,MI,26157,43072,1567,1433,2020
Twiggs,GA,13289,5550,270,182,2020
Twin Falls,ID,16083,71016,3160,2561,2020
Tyler,TX,48457,13203,688,503,2020
Tyler,WV,54095,6420,153,118,2020
Tyrrell,NC,37177,2517,0,0,2020
Uinta,WY,56041,17922,296,194,2020
Uintah,UT,49047,29193,864,810,2020
Ulster,NY,36111,132833,6212,4244,2020
Umatilla,OR,41059,58402,1469,1441,2020
Unicoi,TN,47171,12187,438,473,2020
Union,NC,37179,192888,11387,8124,2020
Union,GA,13291,17637,694,333,2020
Union,MS,28145,21188,939,923,2020
Union,TN,47173,13847,874,683,2020
Union,IN,18161,5633,130,235,2020
Union,PA,42119,30581,917,901,2020
Union,IL,17181,12769,134,302,2020
Union,FL,12125,8371,453,390,2020
Union,SC,45087,18546,505,479,2020
Union,LA,22111,15119,638,535,2020
Union,AR,5139,29613,283,529,2020
Union,OH,39159,51476,3404,2190,2020
Union,NJ,34039,451778,24935,26077,2020
Union,IA,19175,9406,183,93,2020
Union,OR,41061,20165,330,242,2020
Union,NM,35059,2744,0,0,2020
Union,KY,21225,10096,277,220,2020
Union,SD,46127,14214,718,577,2020
Upshur,TX,48459,29704,2020,1538,2020
Upshur,WV,54097,17304,341,327,2020
Upson,GA,13293,18437,452,367,2020
Upton,TX,48461,2618,0,0,2020
Utah,UT,49049,553471,29781,24921,2020
Uvalde,TX,48463,20841,351,332,2020
Val Verde,TX,48465,41033,627,728,2020
Valencia,NM,35061,54044,2319,1801,2020
Valley,NE,31175,3555,0,0,2020
Valley,ID,16085,8910,550,302,2020
Valley,MT,30105,6044,0,44,2020
Van Buren,MI,26159,59573,2979,2641,2020
Van Buren,AR,5141,10670,321,292,2020
Van Buren,IA,19177,5976,60,0,2020
Van Buren,TN,47175,4266,86,157,2020
Van Wert,OH,39161,24239,769,642,2020
Van Zandt,TX,48467,40963,3231,2048,2020
Vance,NC,37181,30528,1323,1353,2020
Vanderburgh,IN,18163,135939,4496,4741,2020
Venango,PA,42121,40269,848,872,2020
Ventura,CA,6111,692450,24746,24758,2020
Vermilion,LA,22113,44490,1583,1798,2020
Vermilion,IL,17183,55205,999,1182,2020
Vermillion,IN,18165,12043,527,462,2020
Vernon,MO,29217,14849,177,326,2020
Vernon,LA,22115,32192,1932,2649,2020
Vernon,WI,55123,24741,797,675,2020
Victoria,TX,48469,71570,2008,2514,2020
Vigo,IN,18167,74300,2037,2164,2020
Vilas,WI,55125,17829,718,452,2020
Vinton,OH,39163,9254,353,265,2020
Virginia Beach,VA,51810,341585,23796,25529,2020
Volusia,FL,12127,395336,24846,15879,2020
Wabash,IL,17185,9051,154,206,2020
Wabash,IN,18169,25208,754,736,2020
Wabasha,MN,27157,18405,600,507,2020
Wabaunsee,KS,20197,6039,220,156,2020
Wadena,MN,27159,11372,438,381,2020
Wagoner,OK,40145,59442,5673,4335,2020
Wahkiakum,WA,53069,3173,104,58,2020
Wake,NC,37183,873371,56994,50035,2020
Wakulla,FL,12129,23199,1287,737,2020
Waldo,ME,23027,29667,1153,1069,2020
Walker,TX,48471,36930,2882,2800,2020
Walker,AL,1127,44112,1099,1330,2020
Walker,GA,13295,45129,2802,2597,2020
Walla Walla,WA,53071,45961,1393,1370,2020
Wallace,KS,20199,1326,0,0,2020
Waller,TX,48473,37223,4638,2731,2020
Wallowa,OR,41063,5840,0,37,2020
Walsh,ND,38099,8879,179,142,2020
Walthall,MS,28147,9610,297,300,2020
Walton,GA,13297,71390,6444,4290,2020
Walton,FL,12131,52296,3638,2226,2020
Walworth,WI,55127,81363,4125,3271,2020
Walworth,SD,46129,4476,0,0,2020
Wapello,IA,19179,26372,385,682,2020
Ward,TX,48475,9163,227,276,2020
Ward,ND,38101,53037,1419,1870,2020
Ware,GA,13299,23301,689,851,2020
Warren,NY,36113,50875,2113,1920,2020
Warren,KY,21227,94320,3169,2925,2020
Warren,NJ,34041,87420,4883,3406,2020
Warren,PA,42123,30428,485,463,2020
Warren,IA,19181,43715,2626,1913,2020
Warren,MS,28149,34123,407,753,2020
Warren,NC,37185,11973,604,541,2020
Warren,GA,13301,3545,97,118,2020
Warren,OH,39165,202921,13121,9346,2020
Warren,MO,29219,27819,2307,1558,2020
Warren,TN,47177,30197,989,835,2020
Warren,IN,18171,6989,269,253,2020
Warren,IL,17187,13146,366,386,2020
Warren,VA,51187,31734,1941,1557,2020
Warrick,IN,18173,53723,2677,2247,2020
Wasatch,UT,49051,28676,2206,1374,2020
Wasco,OR,41065,19474,714,617,2020
Waseca,MN,27161,15356,465,345,2020
Washakie,WY,56043,6592,0,0,2020
Washburn,WI,55129,13354,486,370,2020
Washington,OH,39167,47980,1184,1054,2020
Washington,UT,49053,144585,10902,5495,2020
Washington,NC,37187,7913,106,165,2020
Washington,IA,19183,19082,468,526,2020
Washington,OK,40147,39014,1474,1085,2020
Washington,PA,42125,168935,5205,4046,2020
Washington,KY,21229,9462,289,199,2020
Washington,MS,28151,32271,490,907,2020
Washington,VT,50023,47063,1451,1277,2020
Washington,MN,27163,228252,15782,12000,2020
Washington,WI,55131,120122,5586,4275,2020
Washington,TX,48477,27231,1295,918,2020
Washington,CO,8121,3531,98,0,2020
Washington,FL,12133,16074,987,854,2020
Washington,GA,13303,13555,144,82,2020
Washington,MO,29221,16131,682,651,2020
Washington,OR,41067,476665,27332,29137,2020
Washington,TN,47179,91637,4248,4283,2020
Washington,NE,31177,18067,1072,603,2020
Washington,ID,16087,7841,418,317,2020
Washington,KS,20201,4958,49,46,2020
Washington,RI,44009,99998,4941,3478,2020
Washington,IN,18175,22019,939,791,2020
Washington,MD,24043,116596,4739,4162,2020
Washington,VA,51191,37737,1348,1268,2020
Washington,ME,23029,22609,409,363,2020
Washington,LA,22117,29279,854,728,2020
Washington,NY,36115,45339,1778,1804,2020
Washington,IL,17189,11703,383,288,2020
Washington,AL,1129,11370,304,415,2020
Washington,AR,5143,171876,8780,8428,2020
Washita,OK,40149,7952,413,311,2020
Washoe,NV,32031,375864,17953,13685,2020
Washtenaw,MI,26161,262495,13045,15584,2020
Watauga,NC,37189,29548,1028,1314,2020
Watonwan,MN,27165,8816,104,191,2020
Waukesha,WI,55133,357626,16989,13230,2020
Waupaca,WI,55135,41642,1824,1458,2020
Waushara,WI,55137,18861,858,685,2020
Wayne,NC,37191,85904,2990,2707,2020
Wayne,MI,26163,1296621,43214,51552,2020
Wayne,NY,36117,73914,2663,2257,2020
Wayne,NE,31179,6514,136,166,2020
Wayne,WV,54099,27524,993,1019,2020
Wayne,MS,28153,14695,433,430,2020
Wayne,KY,21231,13466,235,255,2020
Wayne,MO,29223,7714,244,281,2020
Wayne,UT,49055,2206,39,0,2020
Wayne,PA,42127,38816,1648,1166,2020
Wayne,GA,13305,19625,469,411,2020
Wayne,IA,19185,5640,0,45,2020
Wayne,OH,39169,100011,2871,2828,2020
Wayne,TN,47181,10109,159,213,2020
Wayne,IN,18177,50859,1083,1022,2020
Wayne,IL,17191,13218,182,125,2020
Waynesboro,VA,51820,16096,1403,1286,2020
Weakley,TN,47183,21748,716,690,2020
Webb,TX,48479,229619,2203,3461,2020
Weber,UT,49057,210915,12042,10895,2020
Webster,IA,19187,26859,506,542,2020
Webster,WV,54101,5230,97,103,2020
Webster,GA,13307,1541,0,0,2020
Webster,MS,28155,7194,180,172,2020
Webster,KY,21233,9613,372,386,2020
Webster,MO,29225,31419,1697,1354,2020
Webster,LA,22119,26361,957,1173,2020
Webster,NE,31181,2705,47,37,2020
Weld,CO,8123,254855,19894,12412,2020
Wells,IN,18179,23987,933,781,2020
Wells,ND,38103,3328,0,0,2020
West Baton Rouge,LA,22121,19634,1304,1060,2020
West Carroll,LA,22123,7493,122,142,2020
West Feliciana,LA,22125,7997,330,263,2020
Westchester,NY,36119,800437,37137,38099,2020
Westmoreland,VA,51193,13391,668,640,2020
Westmoreland,PA,42129,293828,7740,6494,2020
Weston,WY,56045,5267,0,53,2020
Wetzel,WV,54103,11279,118,192,2020
Wexford,MI,26165,26008,1086,868,2020
Wharton,TX,48481,34706,1192,1053,2020
Whatcom,WA,53073,173041,6052,5445,2020
Wheatland,MT,30107,1302,0,0,2020
Wheeler,NE,31183,645,0,0,2020
Wheeler,GA,13309,3230,72,98,2020
Wheeler,TX,48483,3936,0,0,2020
Wheeler,OR,41069,847,0,0,2020
White,GA,13311,19887,1208,827,2020
White,AR,5145,54639,2030,1939,2020
White,IL,17193,10588,217,86,2020
White,TN,47185,19922,872,771,2020
White,IN,18181,20411,813,735,2020
White Pine,NV,32033,6723,153,86,2020
Whiteside,IL,17195,45872,1044,1211,2020
Whitfield,GA,13313,80132,2402,2549,2020
Whitley,KY,21235,24498,1011,1054,2020
Whitley,IN,18183,29120,1340,1165,2020
Whitman,WA,53075,25964,1140,1528,2020
Wibaux,MT,30109,756,0,0,2020
Wichita,TX,48485,89743,2861,3229,2020
Wichita,KS,20203,1926,0,0,2020
Wicomico,MD,24045,74129,2776,2832,2020
Wilbarger,TX,48487,9407,134,211,2020
Wilcox,GA,13315,4508,59,47,2020
Wilcox,AL,1131,7192,85,116,2020
Wilkes,NC,37193,48038,1083,1055,2020
Wilkes,GA,13317,6710,52,0,2020
Wilkin,MN,27167,5421,238,197,2020
