county,state,fips,stayput,inflow,outflow,year
Martin,TX,48317,4023,140,154,2019
Martin,IN,18101,7992,105,179,2019
Martinsville,VA,51690,8775,528,630,2019
Mason,WA,53045,44858,3054,2123,2019
Mason,WV,54053,18243,327,329,2019
Mason,KY,21161,12334,348,340,2019
Mason,IL,17125,10194,283,378,2019
Mason,TX,48319,3359,0,0,2019
Mason,MI,26105,22926,580,449,2019
Massac,IL,17127,10562,132,186,2019
Matagorda,TX,48321,28247,809,851,2019
Matanuska-Susitna,AK,2170,78944,3060,1988,2019
Mathews,VA,51115,6675,143,91,2019
Maui,HI,15009,128128,2613,2743,2019
Maury,TN,47119,72711,4490,3389,2019
Maverick,TX,48323,52549,616,747,2019
Mayes,OK,40097,28015,1159,1156,2019
McClain,OK,40087,30769,2171,1944,2019
McCone,MT,30055,1435,0,0,2019
McCook,SD,46087,4747,66,134,2019
McCormick,SC,45065,6005,90,108,2019
McCracken,KY,21145,49559,1464,1321,2019
McCreary,KY,21147,9338,112,152,2019
McCulloch,TX,48307,5803,0,85,2019
McCurtain,OK,40089,21979,113,278,2019
McDonald,MO,29119,15811,902,896,2019
McDonough,IL,17109,18441,253,385,2019
McDowell,NC,37111,31577,784,693,2019
McDowell,WV,54047,10058,92,317,2019
McDuffie,GA,13189,15821,532,699,2019
McHenry,ND,38049,4688,77,58,2019
McHenry,IL,17111,266637,10919,9323,2019
McIntosh,GA,13191,7450,232,242,2019
McIntosh,OK,40091,11726,516,478,2019
McIntosh,ND,38051,2136,0,0,2019
McKean,PA,42083,30459,294,329,2019
McKenzie,ND,38053,8581,230,293,2019
McKinley,NM,35031,54647,1873,3779,2019
McLean,KY,21149,6887,264,222,2019
McLean,IL,17113,129244,2938,3420,2019
McLean,ND,38055,7884,153,172,2019
McLennan,TX,48309,183907,6102,5709,2019
McLeod,MN,27085,30991,885,886,2019
McMinn,TN,47107,37719,1480,1341,2019
McMullen,TX,48311,644,0,0,2019
McNairy,TN,47109,17974,596,614,2019
McPherson,SD,46089,1667,0,0,2019
McPherson,KS,20113,23835,471,468,2019
McPherson,NE,31117,369,0,0,2019
Meade,KS,20119,3326,0,0,2019
Meade,SD,46093,22397,1379,1313,2019
Meade,KY,21163,22253,1188,1140,2019
Meagher,MT,30059,1265,0,0,2019
Mecklenburg,NC,37119,792767,54095,54621,2019
Mecklenburg,VA,51117,21850,412,394,2019
Mecosta,MI,26107,27393,1143,1217,2019
Medina,OH,39103,153430,6058,4888,2019
Medina,TX,48325,35999,1875,1595,2019
Meeker,MN,27093,19420,685,555,2019
Meigs,TN,47121,8603,449,539,2019
Meigs,OH,39105,15753,365,338,2019
Mellette,SD,46095,1260,0,0,2019
Menard,IL,17129,10265,292,314,2019
Menard,TX,48327,1463,0,0,2019
Mendocino,CA,6045,63240,1437,1340,2019
Menifee,KY,21165,4015,108,92,2019
Menominee,WI,55078,3176,75,125,2019
Menominee,MI,26109,17615,369,492,2019
Merced,CA,6047,207852,8752,6743,2019
Mercer,MO,29129,2685,0,0,2019
Mercer,IL,17131,13198,418,359,2019
Mercer,NJ,34021,284685,12199,12934,2019
Mercer,KY,21167,16563,689,621,2019
Mercer,WV,54055,40936,537,557,2019
Mercer,OH,39107,36622,662,656,2019
Mercer,ND,38057,7093,50,87,2019
Mercer,PA,42085,85283,1636,1664,2019
Meriwether,GA,13199,13917,869,676,2019
Merrick,NE,31121,6268,188,174,2019
Merrimack,NH,33013,117975,5953,4937,2019
Mesa,CO,8077,114213,3146,2625,2019
Metcalfe,KY,21169,7115,209,249,2019
Miami,IN,18103,25685,841,936,2019
Miami,OH,39109,86327,3258,2762,2019
Miami,KS,20121,26873,1369,1079,2019
Miami-Dade,FL,12086,2053818,55377,85636,2019
Middlesex,CT,9007,129575,5579,5048,2019
Middlesex,VA,51119,7849,137,96,2019
Middlesex,MA,25017,1267401,58081,67987,2019
Middlesex,NJ,34023,691134,33663,38516,2019
Midland,MI,26111,67486,2124,2014,2019
Midland,TX,48329,132912,7512,8115,2019
Mifflin,PA,42087,37557,518,474,2019
Milam,TX,48331,17856,691,729,2019
Millard,UT,49027,10776,250,167,2019
Mille Lacs,MN,27095,19755,1258,1081,2019
Miller,GA,13201,3591,0,55,2019
Miller,MO,29131,17833,794,667,2019
Miller,AR,5091,28756,1607,1645,2019
Mills,TX,48333,3502,0,38,2019
Mills,IA,19129,11810,366,419,2019
Milwaukee,WI,55079,695385,19670,26374,2019
Miner,SD,46097,1874,0,0,2019
Mineral,NV,32021,2919,0,0,2019
Mineral,MT,30061,2997,169,55,2019
Mineral,WV,54057,21230,456,361,2019
Mineral,CO,8079,594,0,0,2019
Mingo,WV,54059,14923,205,284,2019
Minidoka,ID,16067,16955,638,732,2019
Minnehaha,SD,46099,159847,7193,6117,2019
Missaukee,MI,26113,11463,372,367,2019
Mississippi,AR,5093,28526,663,841,2019
Mississippi,MO,29133,7747,195,272,2019
Missoula,MT,30063,85320,2817,2867,2019
Mitchell,GA,13205,13877,426,491,2019
Mitchell,NC,37121,10359,278,239,2019
Mitchell,KS,20123,4976,0,0,2019
Mitchell,IA,19131,8669,77,86,2019
Mitchell,TX,48335,4772,43,0,2019
Mobile,AL,1097,289289,5175,6004,2019
Modoc,CA,6049,5580,0,78,2019
Moffat,CO,8081,9776,137,104,2019
Mohave,AZ,4015,130312,7416,4716,2019
Moniteau,MO,29135,12220,312,329,2019
Monmouth,NJ,34025,528033,19665,18599,2019
Mono,CA,6051,9925,299,269,2019
Monona,IA,19133,6763,113,107,2019
Monongalia,WV,54061,64103,1737,1931,2019
Monroe,MS,28095,25578,701,764,2019
Monroe,MO,29137,6549,184,193,2019
Monroe,WV,54063,9175,179,221,2019
Monroe,FL,12087,57377,2084,2755,2019
Monroe,MI,26115,122977,4411,3706,2019
Monroe,AR,5095,4621,51,86,2019
Monroe,NY,36055,582175,11309,13967,2019
Monroe,TN,47123,32479,1248,1191,2019
Monroe,WI,55081,36199,895,922,2019
Monroe,KY,21171,7754,141,117,2019
Monroe,IL,17133,30672,918,839,2019
Monroe,IA,19135,5928,66,65,2019
Monroe,AL,1099,14042,145,271,2019
Monroe,IN,18105,84972,2738,3443,2019
Monroe,GA,13207,19769,1093,774,2019
Monroe,OH,39111,10466,132,154,2019
Monroe,PA,42089,123824,6190,4631,2019
Montague,TX,48337,14517,674,530,2019
Montcalm,MI,26117,46810,2274,2196,2019
Monterey,CA,6053,357259,9620,11895,2019
Montezuma,CO,8083,19081,352,300,2019
Montgomery,OH,39113,395102,13986,15157,2019
Montgomery,IL,17135,21092,508,506,2019
Montgomery,IA,19137,7744,118,151,2019
Montgomery,TN,47125,149299,12745,10731,2019
Montgomery,TX,48339,451580,34241,23837,2019
Montgomery,AR,5097,5453,144,159,2019
Montgomery,VA,51121,54636,1612,2082,2019
Montgomery,GA,13209,5166,224,201,2019
Montgomery,PA,42091,696184,30832,28104,2019
Montgomery,IN,18107,30372,923,753,2019
Montgomery,KS,20125,22607,383,583,2019
Montgomery,NY,36057,36610,1270,1521,2019
Montgomery,KY,21173,19992,890,730,2019
Montgomery,MO,29139,8464,273,296,2019
Montgomery,NC,37123,18869,605,537,2019
Montgomery,MS,28097,7197,145,153,2019
Montgomery,AL,1101,155511,5249,6590,2019
Montgomery,MD,24031,862364,37634,45142,2019
Montmorency,MI,26119,6732,292,148,2019
Montour,PA,42093,14294,587,485,2019
Montrose,CO,8085,32167,956,737,2019
Moody,SD,46101,5168,148,155,2019
Moore,TN,47127,4834,209,246,2019
Moore,NC,37125,75362,3329,2306,2019
Moore,TX,48341,17398,306,350,2019
Mora,NM,35033,3051,69,65,2019
Morehouse,LA,22067,17703,412,508,2019
Morgan,TN,47129,13481,377,488,2019
Morgan,CO,8087,22503,713,677,2019
Morgan,KY,21175,7901,55,44,2019
Morgan,AL,1103,89896,2796,2796,2019
Morgan,GA,13211,14789,715,394,2019
Morgan,IN,18109,57071,3037,2515,2019
Morgan,MO,29141,14727,445,450,2019
Morgan,UT,49029,10596,485,352,2019
Morgan,OH,39115,10186,192,218,2019
Morgan,WV,54065,12878,356,380,2019
Morgan,IL,17137,24463,536,579,2019
Morrill,NE,31123,3576,70,106,2019
Morris,TX,48343,8699,394,346,2019
Morris,NJ,34027,427131,18483,18269,2019
Morris,KS,20127,4418,0,0,2019
Morrison,MN,27097,27693,864,784,2019
Morrow,OR,41049,8804,305,289,2019
Morrow,OH,39117,26761,1474,1213,2019
Morton,ND,38059,25130,1130,1058,2019
Morton,KS,20129,2217,0,0,2019
Motley,TX,48345,847,0,0,2019
Moultrie,IL,17139,11663,289,396,2019
Mountrail,ND,38061,7247,115,133,2019
Mower,MN,27099,32642,634,630,2019
Muhlenberg,KY,21177,21570,360,392,2019
Multnomah,OR,41051,577201,36933,38891,2019
Murray,MN,27101,7022,57,44,2019
Murray,OK,40099,9757,352,315,2019
Murray,GA,13213,27656,1183,1275,2019
Muscatine,IA,19139,35121,776,1008,2019
Muscogee,GA,13215,132190,8142,8402,2019
Muskegon,MI,26121,130366,3763,3238,2019
Muskingum,OH,39119,65239,1662,1520,2019
Muskogee,OK,40101,44889,1495,1809,2019
Musselshell,MT,30065,3157,91,100,2019
Nacogdoches,TX,48347,42534,1305,1435,2019
Nance,NE,31125,2759,0,0,2019
Nantucket,MA,25019,10397,107,135,2019
Napa,CA,6055,114725,3902,4044,2019
Nash,NC,37127,69740,3576,3190,2019
Nassau,NY,36059,1199328,43422,44668,2019
Nassau,FL,12089,68167,3202,2068,2019
Natchitoches,LA,22069,25533,523,758,2019
Natrona,WY,56025,61344,1313,1022,2019
Navajo,AZ,4017,75103,4346,3381,2019
Navarro,TX,48349,36819,1593,1248,2019
Nelson,KY,21179,36975,1326,1233,2019
Nelson,ND,38063,2367,0,0,2019
Nelson,VA,51125,11532,226,290,2019
Nemaha,KS,20131,9162,69,100,2019
Nemaha,NE,31127,5246,38,97,2019
Neosho,KS,20133,12086,210,243,2019
Neshoba,MS,28099,21252,463,465,2019
Ness,KS,20135,2301,0,0,2019
Nevada,AR,5099,5599,140,150,2019
Nevada,CA,6057,76222,3872,3051,2019
New Castle,DE,10003,430450,14523,14442,2019
New Hanover,NC,37129,150596,6964,7208,2019
New Haven,CT,9009,651332,21285,23275,2019
New Kent,VA,51127,18584,1071,542,2019
New London,CT,9011,208994,6550,6804,2019
New Madrid,MO,29143,11257,564,685,2019
New York,NY,36061,1129879,85435,107335,2019
Newaygo,MI,26123,37268,1845,1426,2019
Newberry,SC,45071,27363,694,668,2019
Newport,RI,44005,62499,1969,2206,2019
Newport News,VA,51700,121485,9258,10255,2019
Newton,GA,13217,76617,6179,5182,2019
Newton,TX,48351,8345,362,371,2019
Newton,MS,28101,15979,411,466,2019
Newton,MO,29145,41817,2338,2266,2019
Newton,IN,18111,11016,438,433,2019
Newton,AR,5101,5058,121,137,2019
Nez Perce,ID,16069,30199,1222,1195,2019
Niagara,NY,36063,165246,3686,3647,2019
Nicholas,KY,21181,5351,131,68,2019
Nicholas,WV,54067,17330,204,208,2019
Nicollet,MN,27103,26210,1399,1321,2019
Niobrara,WY,56027,1718,0,0,2019
Noble,OK,40103,8111,220,316,2019
Noble,OH,39121,9295,247,154,2019
Noble,IN,18113,38714,1618,1597,2019
Nobles,MN,27105,18427,77,292,2019
Nodaway,MO,29147,14360,65,205,2019
Nolan,TX,48353,10901,111,151,2019
Norfolk,VA,51710,138719,13337,16015,2019
Norfolk,MA,25021,574065,32824,31833,2019
Norman,MN,27107,5211,99,95,2019
North Slope,AK,2185,5183,37,79,2019
Northampton,PA,42095,245167,11070,9511,2019
Northampton,NC,37131,12163,396,412,2019
Northampton,VA,51131,9157,214,162,2019
Northumberland,PA,42097,69306,2002,1906,2019
Northumberland,VA,51133,9195,207,183,2019
Northwest Arctic,AK,2188,4467,51,117,2019
Norton,VA,51720,2526,202,156,2019
Norton,KS,20137,3782,0,0,2019
Nottoway,VA,51135,9667,183,248,2019
Nowata,OK,40105,7136,297,249,2019
Noxubee,MS,28103,7765,67,187,2019
Nuckolls,NE,31129,3437,0,0,2019
Nueces,TX,48355,254678,8672,9618,2019
Nye,NV,32023,29303,1936,1033,2019
O'Brien,IA,19141,11597,212,203,2019
Oakland,MI,26125,1021332,41033,46341,2019
Obion,TN,47131,22904,659,656,2019
Ocean,NJ,34029,498038,18827,13852,2019
Oceana,MI,26127,20668,818,778,2019
Ochiltree,TX,48357,8534,0,45,2019
Oconee,GA,13219,33573,1802,1361,2019
Oconee,SC,45073,55925,1458,1416,2019
Oconto,WI,55083,31527,1215,926,2019
Ogemaw,MI,26129,14983,499,386,2019
Oglala Lakota,SD,46102,8577,170,203,2019
Ogle,IL,17141,42647,1340,1273,2019
Oglethorpe,GA,13221,10112,483,364,2019
Ohio,IN,18115,4469,173,180,2019
Ohio,KY,21183,17350,412,439,2019
Ohio,WV,54069,30946,886,1007,2019
Okaloosa,FL,12091,158932,9721,9497,2019
Okanogan,WA,53047,31455,975,673,2019
Okeechobee,FL,12093,25776,808,642,2019
Okfuskee,OK,40107,7083,99,233,2019
Oklahoma,OK,40109,554547,26044,27010,2019
Okmulgee,OK,40111,25132,1109,1051,2019
Oktibbeha,MS,28105,28205,865,990,2019
Oldham,TX,48359,1619,42,0,2019
Oldham,KY,21185,53118,2593,1975,2019
Oliver,ND,38065,1637,0,0,2019
Olmsted,MN,27109,132995,3556,3807,2019
Oneida,NY,36065,171748,3024,3171,2019
Oneida,ID,16071,3589,0,40,2019
Oneida,WI,55085,30481,812,698,2019
Onondaga,NY,36067,360371,7595,8913,2019
Onslow,NC,37133,127419,9653,10966,2019
Ontario,NY,36069,88235,3276,2760,2019
Ontonagon,MI,26131,4087,0,0,2019
Orange,TX,48361,62222,2213,2260,2019
Orange,IN,18117,14699,276,359,2019
Orange,VT,50017,23005,937,773,2019
Orange,CA,6059,2568367,90469,102613,2019
Orange,NC,37135,98236,5926,6568,2019
Orange,NY,36071,315374,12224,10753,2019
Orange,VA,51137,27604,1768,1424,2019
Orange,FL,12095,1008070,73416,78425,2019
Orangeburg,SC,45075,57749,1702,2255,2019
Oregon,MO,29149,6636,279,346,2019
Orleans,NY,36073,29593,920,861,2019
Orleans,VT,50019,21702,364,332,2019
Orleans,LA,22071,225416,12960,15299,2019
Osage,OK,40113,29442,2168,2334,2019
Osage,KS,20139,12635,407,374,2019
Osage,MO,29151,11074,197,173,2019
Osborne,KS,20141,2892,0,0,2019
Osceola,MI,26133,17074,668,606,2019
Osceola,FL,12097,272855,28719,24028,2019
Osceola,IA,19143,5118,79,70,2019
Oscoda,MI,26135,5899,39,40,2019
Oswego,NY,36075,86932,2048,2173,2019
Otero,NM,35035,43671,1685,1626,2019
Otero,CO,8089,13129,232,193,2019
Otoe,NE,31131,13253,361,374,2019
Otsego,NY,36077,41358,1166,1001,2019
Otsego,MI,26137,19826,490,421,2019
Ottawa,KS,20143,4703,104,101,2019
Ottawa,MI,26139,238251,9960,9034,2019
Ottawa,OK,40115,20975,701,811,2019
Ottawa,OH,39123,33107,1187,1100,2019
Otter Tail,MN,27111,49255,1365,1223,2019
Ouachita,LA,22073,110453,2764,3262,2019
Ouachita,AR,5103,15943,368,327,2019
Ouray,CO,8091,3802,111,114,2019
Outagamie,WI,55087,158103,6963,6518,2019
Overton,TN,47133,16023,674,500,2019
Owen,IN,18119,15916,739,702,2019
Owen,KY,21187,7732,238,176,2019
Owsley,KY,21189,2436,0,0,2019
Owyhee,ID,16073,8531,601,481,2019
Oxford,ME,23017,41150,1442,1210,2019
Ozark,MO,29153,6108,137,127,2019
Ozaukee,WI,55089,78558,3010,2580,2019
Pacific,WA,53049,15829,697,490,2019
Page,VA,51139,17951,301,311,2019
Page,IA,19145,10747,194,144,2019
Palm Beach,FL,12099,1110251,56060,48433,2019
Palo Alto,IA,19147,7079,43,95,2019
Palo Pinto,TX,48363,20275,810,697,2019
Pamlico,NC,37137,8539,216,172,2019
Panola,MS,28107,25070,706,809,2019
Panola,TX,48365,17526,458,530,2019
Park,MT,30067,12940,280,336,2019
Park,WY,56029,24108,218,394,2019
Park,CO,8093,11582,888,522,2019
Parke,IN,18121,11971,313,372,2019
Parker,TX,48367,110136,8915,5761,2019
Parmer,TX,48369,7657,87,115,2019
Pasco,FL,12101,381763,33607,21207,2019
Pasquotank,NC,37139,28092,1049,953,2019
Passaic,NJ,34031,414680,15102,18543,2019
Patrick,VA,51141,12335,239,197,2019
Paulding,OH,39125,15188,380,473,2019
Paulding,GA,13223,121011,10033,7168,2019
Pawnee,NE,31133,2094,0,0,2019
Pawnee,OK,40117,10777,591,518,2019
Pawnee,KS,20145,4425,50,47,2019
Payette,ID,16075,18507,1077,796,2019
Payne,OK,40119,47044,1520,2196,2019
Peach,GA,13225,17731,1240,1159,2019
Pearl River,MS,28109,37903,1384,1119,2019
Pecos,TX,48371,10732,179,243,2019
Pembina,ND,38067,5752,0,84,2019
Pemiscot,MO,29155,10249,210,362,2019
Pend Oreille,WA,53051,9115,442,337,2019
Pender,NC,37141,42120,2460,1997,2019
Pendleton,KY,21191,10760,399,418,2019
Pendleton,WV,54071,5452,0,0,2019
Pennington,MN,27113,11164,186,215,2019
Pennington,SD,46103,86761,3707,2723,2019
Penobscot,ME,23019,108369,2739,2917,2019
Peoria,IL,17143,141362,3866,4922,2019
Pepin,WI,55091,5985,132,232,2019
Perkins,NE,31135,2538,0,0,2019
Perkins,SD,46105,2334,0,0,2019
Perquimans,NC,37143,9417,325,270,2019
Perry,OH,39127,25963,1143,1178,2019
Perry,PA,42099,38456,1183,1104,2019
Perry,IN,18123,14204,269,344,2019
Perry,MS,28111,8111,214,171,2019
Perry,AR,5105,6914,280,233,2019
Perry,IL,17145,14540,365,467,2019
Perry,AL,1105,6079,49,206,2019
Perry,KY,21193,17749,269,290,2019
Perry,TN,47135,5471,0,0,2019
Perry,MO,29157,15450,208,185,2019
Pershing,NV,32027,3365,135,142,2019
Person,NC,37145,28691,856,688,2019
Petersburg,VA,51730,19021,1903,2231,2019
Petroleum,MT,30069,348,0,0,2019
Pettis,MO,29159,31214,735,927,2019
Phelps,NE,31137,7592,71,78,2019
Phelps,MO,29161,29159,907,920,2019
Philadelphia,PA,42101,1011140,43269,55338,2019
Phillips,AR,5107,11621,72,190,2019
Phillips,MT,30071,3187,0,0,2019
Phillips,KS,20147,4388,0,0,2019
Phillips,CO,8095,3698,0,0,2019
Piatt,IL,17147,13743,505,430,2019
Pickaway,OH,39129,41585,2556,1933,2019
Pickens,AL,1107,12818,188,294,2019
Pickens,SC,45077,82665,3938,3801,2019
Pickens,GA,13227,24671,1309,1005,2019
Pickett,TN,47137,3675,0,33,2019
Pierce,GA,13229,13520,471,461,2019
Pierce,ND,38069,3329,0,0,2019
Pierce,NE,31139,6222,124,81,2019
Pierce,WI,55093,31687,1380,1334,2019
Pierce,WA,53053,680854,44758,40073,2019
Pike,PA,42103,43032,2211,1521,2019
Pike,IN,18125,9747,341,224,2019
Pike,MS,28113,27809,575,490,2019
Pike,IL,17149,11964,117,114,2019
Pike,GA,13231,13882,919,615,2019
Pike,MO,29163,12631,233,303,2019
Pike,AL,1109,19951,448,648,2019
Pike,OH,39131,19144,662,627,2019
Pike,KY,21195,35720,461,608,2019
Pike,AR,5109,7192,280,235,2019
Pima,AZ,4019,744047,26705,21203,2019
Pinal,AZ,4021,267836,27223,16922,2019
Pine,MN,27115,20550,969,694,2019
Pinellas,FL,12103,687770,38297,33287,2019
Pipestone,MN,27117,7826,55,64,2019
Piscataquis,ME,23021,11598,231,341,2019
Pitkin,CO,8097,12936,385,549,2019
Pitt,NC,37147,115616,4173,4677,2019
Pittsburg,OK,40121,29806,492,620,2019
Pittsylvania,VA,51143,45192,1378,1343,2019
Piute,UT,49031,1023,0,0,2019
Placer,CA,6061,318888,20728,16056,2019
Plaquemines,LA,22075,16909,727,809,2019
Platte,WY,56031,6816,77,63,2019
Platte,NE,31141,29768,581,700,2019
Platte,MO,29165,79903,6047,5430,2019
Pleasants,WV,54073,5389,66,109,2019
Plumas,CA,6063,13794,327,264,2019
Plymouth,IA,19149,21782,458,462,2019
Plymouth,MA,25023,426564,17057,15107,2019
Pocahontas,WV,54075,5965,0,0,2019
Pocahontas,IA,19151,5575,60,0,2019
Poinsett,AR,5111,15227,578,704,2019
Pointe Coupee,LA,22077,16244,365,484,2019
Polk,IA,19153,387988,12329,13724,2019
Polk,AR,5113,13371,41,51,2019
Polk,NE,31143,4422,62,50,2019
Polk,TX,48373,38380,2321,1761,2019
Polk,OR,41053,61065,4633,3832,2019
Polk,TN,47139,11620,498,491,2019
Polk,WI,55095,36011,1397,1107,2019
Polk,MO,29167,22258,845,886,2019
Polk,NC,37149,14086,553,530,2019
Polk,FL,12105,504481,35251,21827,2019
Polk,GA,13233,29427,1484,1089,2019
Polk,MN,27119,24614,568,792,2019
Pondera,MT,30073,4331,0,31,2019
Pontotoc,MS,28115,23659,980,831,2019
Pontotoc,OK,40123,27087,771,776,2019
Pope,MN,27121,9679,195,166,2019
Pope,AR,5115,44696,1174,1286,2019
Pope,IL,17151,2591,0,0,2019
Poquoson,VA,51735,9958,422,339,2019
Portage,OH,39133,115719,5552,5435,2019
Portage,WI,55097,55118,1301,1602,2019
Porter,IN,18127,138654,6017,4790,2019
Portsmouth,VA,51740,62485,5328,5617,2019
Posey,IN,18129,20901,799,699,2019
Pottawatomie,OK,40125,48797,2336,2179,2019
Pottawatomie,KS,20149,20541,748,610,2019
Pottawattamie,IA,19155,70905,2425,2371,2019
Potter,TX,48375,82001,4821,6044,2019
Potter,PA,42105,12624,177,193,2019
Potter,SD,46107,1893,0,0,2019
Powder River,MT,30075,1302,0,0,2019
Powell,KY,21197,8554,218,256,2019
Powell,MT,30077,4026,36,0,2019
Power,ID,16077,6326,183,231,2019
Poweshiek,IA,19157,13811,222,271,2019
Powhatan,VA,51145,23970,1343,819,2019
Prairie,MT,30079,854,0,0,2019
Prairie,AR,5117,5664,181,159,2019
Pratt,KS,20151,7130,0,54,2019
Preble,OH,39135,32000,1059,993,2019
Prentiss,MS,28117,16458,567,519,2019
Presidio,TX,48377,6815,83,240,2019
Presque Isle,MI,26141,10121,224,212,2019
Preston,WV,54077,23862,453,426,2019
Price,WI,55099,11219,88,78,2019
Prince Edward,VA,51147,12008,387,491,2019
Prince George,VA,51149,24951,2245,1879,2019
Prince George's,MD,24033,686533,39052,45395,2019
Prince William,VA,51153,378755,25995,26457,2019
Providence,RI,44007,480311,15557,17130,2019
Prowers,CO,8099,8787,0,0,2019
Pueblo,CO,8101,116392,3569,2742,2019
Pulaski,VA,51155,23069,739,712,2019
Pulaski,GA,13235,5662,109,209,2019
Pulaski,KY,21199,45316,934,770,2019
Pulaski,IL,17153,3815,0,0,2019
Pulaski,MO,29169,29817,2620,2435,2019
Pulaski,IN,18131,9728,320,202,2019
Pulaski,AR,5119,280411,10957,11837,2019
Pushmataha,OK,40127,7273,89,50,2019
Putnam,IL,17155,4854,142,122,2019
Putnam,GA,13237,15145,658,433,2019
Putnam,OH,39137,30329,431,494,2019
Putnam,FL,12107,47480,2149,1813,2019
Putnam,MO,29171,3455,0,0,2019
Putnam,WV,54079,45067,1583,1261,2019
Putnam,NY,36079,81504,3789,3412,2019
Putnam,IN,18133,26670,1143,1065,2019
Putnam,TN,47141,53688,2193,2092,2019
Quay,NM,35037,5763,0,0,2019
Queen Anne's,MD,24035,40490,1740,1212,2019
Queens,NY,36081,1827327,68242,102867,2019
Quitman,GA,13239,1329,51,50,2019
Quitman,MS,28119,4579,72,169,2019
Rabun,GA,13241,12132,201,133,2019
Racine,WI,55101,158212,5180,4912,2019
Radford,VA,51750,7093,493,498,2019
Rains,TX,48379,7809,600,341,2019
Raleigh,WV,54081,51727,793,664,2019
Ralls,MO,29173,8023,317,298,2019
Ramsey,MN,27123,414191,25685,31551,2019
Ramsey,ND,38071,9072,145,218,2019
Randall,TX,48381,102573,6930,5725,2019
Randolph,IL,17157,22508,486,447,2019
Randolph,MO,29175,17439,359,425,2019
Randolph,AR,5121,12468,452,313,2019
Randolph,AL,1111,15715,327,407,2019
Randolph,GA,13243,4243,0,0,2019
Randolph,NC,37151,107456,3934,3352,2019
Randolph,IN,18135,19316,575,766,2019
Randolph,WV,54083,19931,188,279,2019
Rankin,MS,28121,113486,4470,4104,2019
Ransom,ND,38073,4529,43,45,2019
Rapides,LA,22079,95102,2040,2681,2019
Rappahannock,VA,51157,5549,164,155,2019
Ravalli,MT,30081,33166,845,718,2019
Rawlins,KS,20153,2099,0,0,2019
Ray,MO,29177,17836,775,823,2019
Reagan,TX,48383,2957,0,75,2019
Real,TX,48385,2598,0,0,2019
Red Lake,MN,27125,3261,54,79,2019
Red River,TX,48387,8530,238,264,2019
Red River,LA,22081,5687,150,169,2019
Red Willow,NE,31145,8398,38,0,2019
Redwood,MN,27127,12789,242,269,2019
Reeves,TX,48389,9005,201,206,2019
Refugio,TX,48391,5115,95,88,2019
Reno,KS,20155,46660,732,1033,2019
Rensselaer,NY,36083,118794,5404,5498,2019
Renville,MN,27129,12327,219,274,2019
Renville,ND,38075,2014,44,45,2019
Republic,KS,20157,3929,46,0,2019
Reynolds,MO,29179,4306,127,0,2019
Rhea,TN,47143,23128,687,695,2019
Rice,MN,27131,50624,1986,1853,2019
Rice,KS,20159,7146,132,190,2019
Rich,UT,49033,1918,0,0,2019
Richardson,NE,31147,6266,0,0,2019
Richland,ND,38077,12973,296,323,2019
Richland,OH,39139,92333,2614,2328,2019
Richland,WI,55103,13351,340,382,2019
Richland,LA,22083,14146,501,490,2019
Richland,MT,30083,9067,106,92,2019
Richland,IL,17159,12528,89,45,2019
Richland,SC,45079,274910,16696,17252,2019
Richmond,VA,51159,5619,210,155,2019
Richmond,VA,51760,126579,12671,14999,2019
Richmond,NC,37153,30129,699,635,2019
Richmond,GA,13245,128889,7218,8632,2019
Richmond,NY,36085,383433,14007,13729,2019
Riley,KS,20161,36075,1875,2744,2019
Ringgold,IA,19159,3664,0,0,2019
Rio Arriba,NM,35039,26091,772,805,2019
Rio Blanco,CO,8103,4895,50,65,2019
Rio Grande,CO,8105,9629,194,211,2019
Ripley,IN,18137,23359,839,909,2019
Ripley,MO,29181,8623,174,245,2019
Ritchie,WV,54085,6908,68,74,2019
Riverside,CA,6065,1808362,97505,81854,2019
Roane,TN,47145,38751,1793,1657,2019
Roane,WV,54087,9259,114,150,2019
Roanoke,VA,51161,75779,4100,3969,2019
Roanoke,VA,51770,65305,3873,4247,2019
Roberts,TX,48393,682,0,0,2019
Roberts,SD,46109,7962,48,0,2019
